2047
1
63722
63810
65342
2047
807
14129
14129
64542
63804
12338
63723
13361
63807
65413
2047
2047
63614
63701
1856
2047
299
63772
63858
64173
2047
2047
63621
14129
14129
63868
64278
63802
32770
2047
65502
63753
2047
64615
63779
65255
2047
14129
14129
1969
63755
63843
64296
2047
64859
63855
2047
14129
2047
63823
63799
63843
63813
63896
2047
14129
14129
13362
1873
64937
2047
63637
63721
63798
65429
63741
63741
63829
64252
63823
63724
63816
63899
2047
71
2047
63730
65012
2047
63608
2047
63596
63662
63861
2047
43690
2047
63605
63684
63764
14129
63753
63855
63634
63819
63756
14129
2047
2047
64060
63822
63865
63706
63784
2
63861
2047
2047
14129
63848
2047
12593
63715
63804
63886
14129
63737
63816
64451
2047
14129
64884
2047
14129
14129
955
2047
63591
63630
64147
2047
14129
14129
63749
2047
1108
63619
63703
63781
940
2047
721
63688
63894
63748
64269
2047
63666
63815
64101
63748
65190
2047
63731
12849
63741
63828
1817
14129
63864
2047
63764
65075
2047
14129
2047
792
63684
63637
63684
63762
14129
14129
979
2047
63789
63853
64493
63791
63788
1440
1765
64419
63636
